gotu	covered_length	total_length	coverage_ratio	strain
G020097195	4203152	4731637	0.8883082113019236	 Enterobacter hormaechei
G001729705	4200320	4724316	0.8890853194409519	 Enterobacter hormaechei
G006494375	4195407	4700358	0.8925717998501391	 Pantoea anthophila
G001718555	4188807	7424280	0.5642038015807593	 Burkholderia metallica
G902499065	4175546	7534838	0.5541653317563032	 Burkholderia metallica
G012273055	4168949	5112798	0.8153948190403767	 Parabacteroides distasonis
G000969395	4146785	4600979	0.9012831834268316	 Pantoea anthophila
G000005845	4144727	4641652	0.8929422110920853	 Escherichia coli
G000019725	4075007	6899270	0.5906432129776049	 Methylobacterium radiotolerans
G018292125	4037685	7271113	0.5553049443737156	 Bacteroides cellulosilyticus
G900457095	4032370	5021053	0.8030924987248691	 Shigella boydii
G900445525	4017631	4888126	0.8219164154115504	 Parabacteroides distasonis
G001729785	3998764	4661849	0.8577635182949941	 Enterobacter hormaechei
G007991055	3994974	6794550	0.5879674150606	 Methylobacterium radiotolerans
G000008865	3992275	5594645	0.7135886191170306	 Escherichia coli
G013374815	3989799	4762774	0.8377048753520533	 Shigella sonnei
G020735945	3967594	4812066	0.8245094726464682	 Parabacteroides distasonis
G000012845	3966395	4811379	0.8243780005690676	 Parabacteroides distasonis
G000690815	3964879	5038153	0.7869707410632428	 Escherichia coli
G003697165	3962366	5034854	0.7869872691442492	 Escherichia coli
G000196015	3946178	6913412	0.5708003515485552	 Cupriavidus metallidurans
G020526085	3910992	5443822	0.7184276047232991	 Klebsiella africana
G000734955	3910660	4983265	0.7847585869906577	 Escherichia coli
G001883705	3877149	8199907	0.4728284113466165	 Burkholderia catarinensis
G900978845	3874331	5157700	0.7511741667797662	 Klebsiella africana
G018324045	3798364	5732640	0.6625854754528454	 Klebsiella variicola
G013305245	3792727	5652438	0.6709895800714665	 Klebsiella variicola
G000006925	3769797	4828840	0.7806837667017338	 Shigella flexneri
G020525545	3753118	5521194	0.6797656448949267	 Klebsiella variicola
G000828055	3751849	5521203	0.6795346956089099	 Klebsiella variicola
G017638945	3747140	5519584	0.6788808721816717	 Klebsiella variicola
G019704535	3745825	4545686	0.8240395399066279	 Pseudomonas stutzeri
G900978035	3725664	5879412	0.6336796945000622	 Klebsiella quasivariicola
G000219605	3725291	4547930	0.8191179283762063	 Pseudomonas stutzeri
G002984395	3724759	6049843	0.615678621742746	 Klebsiella oxytoca
G001742165	3717981	8527987	0.43597404639570864	 Burkholderia stabilis
G020115545	3716302	5457334	0.6809738967781704	 Klebsiella variicola
G016028655	3713019	4535380	0.8186786994695042	 Pseudomonas stutzeri
G900978195	3705559	5471629	0.6772314058573782	 Klebsiella variicola
G014199985	3702691	5875005	0.6302447402172424	 Methylorubrum rhodesianum
G900240005	3701657	8505569	0.4352039234529753	 Burkholderia stabilis
G016726285	3673168	4549072	0.8074543555256984	 Shigella boydii
G001729745	3636089	4678586	0.7771769077238294	 Enterobacter hormaechei
G900636985	3634376	5857964	0.6204162401817424	 Klebsiella oxytoca
G002269255	3615594	5946766	0.6079933193941043	 Klebsiella quasivariicola
G001932995	3609627	4496479	0.8027674542681063	 Shigella dysenteriae
G001028665	3592296	7961406	0.4512137680203723	 Burkholderia pyrrocinia
G001598695	3582209	5793938	0.6182684384955448	 Klebsiella oxytoca
G000711965	3567592	4027792	0.8857438517182615	 Actinomyces israelii
G020115535	3566692	5767289	0.618434761982623	 Klebsiella oxytoca
G003892345	3543094	3827449	0.9257063908624256	 Lautropia dentalis
G902832895	3541847	7861958	0.45050444176883164	 Burkholderia pyrrocinia
G000158035	3538836	6871444	0.5150061617325267	 Bacteroides cellulosilyticus
G020099175	3536434	5498888	0.6431180267719583	 Klebsiella quasipneumoniae
G020525685	3522954	5189755	0.6788285766861827	 Klebsiella quasipneumoniae
G001905915	3518699	4373348	0.8045778657449625	 Shigella boydii
G016415705	3514670	5391163	0.651931688950974	 Klebsiella quasipneumoniae
G900457215	3512290	4745946	0.7400610963546572	 Shigella dysenteriae
G020525925	3511798	5507250	0.6376681646919969	 Klebsiella quasipneumoniae
G000613225	3498478	5110617	0.6845510043112212	 Klebsiella quasipneumoniae
G000455825	3492329	4002100	0.8726241223357737	 Microbacterium maritypicum
G001875655	3489248	4890273	0.7135078143899124	 Enterobacter hormaechei
G000751755	3486772	5467016	0.6377833904272459	 Klebsiella quasipneumoniae
G902499125	3482609	8272945	0.4209636350779559	 Burkholderia arboris
G900185755	3479665	6902045	0.504149857035125	 Cupriavidus metallidurans
G902832885	3471354	7975864	0.4352323459878453	 Burkholderia seminalis
G000241465	3469761	4265036	0.8135361577252807	 Sphingomonas echinoides
G000429225	3456160	3533193	0.9781973416113979	 Actinomyces dentalis
G020115515	3444703	5443116	0.6328549676325105	 Klebsiella quasipneumoniae
G902499165	3430743	7932673	0.43248259445460563	 Burkholderia seminalis
G000213995	3426326	4861256	0.7048231979554255	 Enterobacter hormaechei
G004803915	3416461	3691248	0.9255571557370299	 Duncaniella dubosii
G000374505	3411011	3866208	0.8822626718479709	 Alistipes onderdonkii
G002949675	3408821	4578479	0.744531317059661	 Shigella dysenteriae
G001718535	3382987	7648984	0.44227926218697805	 Burkholderia seminalis
G003572535	3376154	4119288	0.8195964933745832	 Shigella boydii
G000967305	3365079	4248704	0.7920248150965565	 Alcaligenes faecalis
G000269805	3315631	3371274	0.9834949636250272	 Actinomyces massiliensis
G900637725	3313777	3402349	0.9739673972305604	 Arachnia propionica
G001571065	3306562	3602007	0.9179776718923645	 Dietzia cinnamea
G900446215	3296930	8039080	0.4101128487339347	 Burkholderia cenocepacia
G001592325	3295754	3385709	0.9734309711791533	 Arachnia propionica
G001718895	3270964	7780638	0.4203979159549641	 Burkholderia cenocepacia
G002201515	3248081	3307069	0.9821630573779985	 Muribaculum intestinale
G016696845	3248074	3307069	0.982160940700058	 Muribaculum intestinale
G001688845	3247569	3306457	0.982189999748976	 Muribaculum intestinale
G000022305	3244310	3796573	0.8545364464215491	 Acidovorax ebreus
G001570845	3239272	3489434	0.928308717115727	 Dietzia papillomatosis
G018128325	3224656	3316958	0.9721726955843276	 Arachnia rubra
G019973735	3224634	3316972	0.9721619597633022	 Arachnia rubra
G000429265	3211234	3420559	0.9388038621757437	 Actinomyces gerencseriae
G008693165	3210006	3357822	0.9559786075616873	 Actinomyces johnsonii
G016026595	3206159	3866591	0.8291952782179445	 Brevibacterium casei
G016027415	3205750	3960094	0.8095136125556616	 Brevibacterium casei
G006546835	3200825	3349114	0.9557229165683819	 Actinomyces johnsonii
G900445875	3196901	3614781	0.8843968694092395	 Brevibacterium iodinum
G000732615	3194588	8637071	0.36986936890990013	 Burkholderia paludis
G002214645	3191136	4061276	0.7857471395689434	 Diaphorobacter polyhydroxybutyrativorans
G902499105	3184471	8629586	0.36901781846776893	 Burkholderia paludis
G900169275	3177748	3841213	0.8272772168583206	 Brevibacterium casei
G900445565	3167584	4338166	0.7301666187969755	 Bacteroides eggerthii
G009193295	3161995	5760088	0.5489490785557443	 Bacteroides luhongzhouii
G900455935	3148296	5000629	0.6295799988361465	 Roseomonas mucosa
G000412675	3148105	6156701	0.5113298501908733	 Pseudomonas putida
G019047205	3143049	3980194	0.7896723124551215	 Acinetobacter pittii
G900455645	3137419	6142656	0.5107593523062337	 Pseudomonas putida
G016127855	3117643	3152123	0.9890613405631696	 Actinomyces naeslundii
G015557635	3115616	3596283	0.8663433884374505	 Fusicatenibacter saccharivorans
G900169265	3103028	3537208	0.8772534722300752	 Brevibacterium iodinum
G000155815	3094771	4198015	0.7371986522201565	 Bacteroides eggerthii
G013387005	3092909	6088544	0.5079882809420446	 Pseudomonas putida
G000836015	3091357	3921671	0.7882754570691932	 Acinetobacter pittii
G016127955	3089574	3190416	0.9683922096679555	 Actinomyces oris
G002443155	3087563	4075263	0.7576352740915127	 Alcaligenes faecalis
G008693785	3085092	4996374	0.6174661864784342	 Roseomonas mucosa
G001956585	3084976	3120610	0.9885810786993569	 Actinomyces naeslundii
G002159215	3082016	3483660	0.8847063146231262	 Alistipes onderdonkii
G000285995	3079700	3119181	0.9873425107424032	 Actinomyces naeslundii
G900537995	3076806	4493348	0.6847468747134653	 Roseburia intestinalis
G001748345	3072480	4043432	0.7598693387201764	 Alcaligenes faecalis
G006546825	3071942	3169314	0.9692766321039821	 Actinomyces oris
G001298815	3070196	4040425	0.7598695681766151	 Alcaligenes faecalis
G000739855	3069035	4034246	0.7607456263202591	 Alcaligenes faecalis
G900637555	3067737	3172010	0.9671271528147768	 Lautropia mirabilis
G008572545	3061321	5200059	0.5887088973413571	 Bacteroides caccae
G000369045	3053146	3830550	0.7970515983344428	 Acinetobacter pittii
G015558405	3039419	3562826	0.8530921801962824	 Alistipes shahii
G000186425	3033008	3152065	0.9622288880464077	 Lautropia mirabilis
G000622225	3026803	4866100	0.6220182487001911	 Roseomonas mucosa
G004766125	2999617	3551976	0.8444924740482481	 Duncaniella freteri
G006542665	2995545	3301347	0.9073705369353782	 Alistipes communis
G000614125	2980922	4887432	0.6099158003630536	 Bacteroides rodentium
G003024805	2970049	3270370	0.9081691062479169	 Duncaniella muris
G000019945	2967804	5849037	0.5074004489969888	 Methylorubrum populi
G000210575	2966169	3763317	0.7881794172534495	 Alistipes shahii
G002847555	2962280	3015302	0.9824156916952266	 Actinomyces oris
G000156535	2960151	4413395	0.6707197067110467	 Roseburia intestinalis
G000484655	2948771	4512648	0.6534458260427137	 Blautia wexlerae
G006542645	2942743	3507492	0.8389878009700379	 Alistipes onderdonkii
G000311925	2938485	3163735	0.9288025071632106	 Alistipes communis
G013280495	2909672	3703540	0.7856461655605178	 Brevibacterium permense
G013385825	2897140	6595593	0.43925390787454593	 Pseudomonas reactans
G019130295	2894389	3772678	0.7671974655668997	 Bacteroides eggerthii
G004803695	2893105	3430502	0.8433474167920614	 Muribaculum gordoncarteri
G900167555	2853318	3243389	0.8797335133096893	 Gemmiger formicilis
G018785545	2834866	4208509	0.6736034068122463	 Blautia wexlerae
G002096055	2831771	4351689	0.6507291766484232	 Cnuibacter physcomitrellae
G014640535	2826614	4346023	0.650390943628232	 Cnuibacter physcomitrellae
G011612265	2810163	2866540	0.9803327356325047	 Corynebacterium matruchotii
G000621245	2809088	6310393	0.4451526236163104	 Pseudomonas monteilii
G017873595	2803963	6881351	0.40747274772061476	 Parabacteroides goldsteinii
G000175375	2799361	2856128	0.9801244902189258	 Corynebacterium matruchotii
G900447555	2798303	2855359	0.9800179241909687	 Corynebacterium matruchotii
G000265365	2797227	3734239	0.7490755144488609	 Alistipes finegoldii
G000730605	2796658	6302605	0.443730489218347	 Pseudomonas monteilii
G003312465	2789883	2970937	0.9390582836324028	 Faecalibacterium prausnitzii
G000295095	2779115	2933004	0.9475319501780427	 Actinomyces timonensis
G900624885	2722642	4879393	0.5579878480786442	 Parabacteroides johnsonii
G003324185	2719565	3032666	0.8967571766887616	 Faecalibacterium prausnitzii
G013410305	2717582	2800016	0.9705594539459774	 Corynebacterium durum
G009755585	2716513	4109802	0.6609839111470577	 Lysobacter soli
G014054945	2715988	2864419	0.9481811145645941	 Neisseria sicca
G003024815	2696303	2931023	0.9199187450934366	 Paramuribaculum intestinale
G900142875	2693327	3378122	0.7972852963865722	 Paracoccus solventivorans
G003382285	2686459	3954262	0.6793831567053473	 Lysobacter soli
G000174655	2683980	2831972	0.9477424211821304	 Neisseria sicca
G001275345	2678990	2854447	0.9385320519175868	 Kocuria palustris
G013359795	2678486	4165662	0.6429916781534364	 Sphingomonas zeae
G014197135	2674351	4153002	0.6439561069318049	 Sphingomonas zeae
G016728645	2644500	2941919	0.898903062932732	 Corynebacterium glucuronolyticum
G000318135	2641756	2809956	0.9401414114669411	 Corynebacterium durum
G004328535	2639739	2842624	0.9286275638283501	 Kocuria indica
G003024925	2636998	2879742	0.9157063375816306	 Paramuribaculum intestinale
G902363055	2635832	3012728	0.8748987628488201	 Gemmiger formicilis
G001717565	2625754	2649227	0.9911396796122038	 Cutibacterium modestum
G000191145	2619220	3862530	0.6781099434826396	 Acinetobacter pittii
G020687245	2615691	2963996	0.8824880330472781	 Faecalibacterium longum
G000701705	2611595	4634382	0.5635260537435196	 Bilophila wadsworthia
G008326345	2600504	2626378	0.9901484097110165	 Cutibacterium modestum
G008801925	2599466	8942750	0.29067859439210536	 Cupriavidus basilensis
G000204235	2598666	2623710	0.9904547377568405	 Cutibacterium modestum
G000185705	2596020	4391254	0.5911796493666729	 Bilophila wadsworthia
G002237805	2590736	2877266	0.9004158809091687	 Kocuria indica
G900177335	2590629	2877266	0.9003786928285393	 Kocuria indica
G000730485	2588982	2607395	0.9929381624188126	 Cutibacterium acnes
G000154105	2588784	4436217	0.583556665510276	 Parabacteroides merdae
G003667205	2588475	2978810	0.8689627737250781	 Kocuria indica
G900445495	2578654	4403164	0.5856366013166896	 Parabacteroides merdae
G900637985	2572174	2707814	0.9499079331150515	 Rothia aeria
G016907795	2570612	2897960	0.8870419191431214	 Kocuria palustris
G011462075	2570128	3179618	0.8083134514900847	 Brevibacterium luteolum
G900458885	2561567	2662283	0.9621693110762455	 Staphylococcus saprophyticus
G902374455	2558774	2749668	0.9305756185837708	 Neisseria macacae
G000156615	2553860	2601586	0.9816550365815314	 Corynebacterium pseudogenitalium
G000376705	2549793	2549795	0.9999992156232168	 Cutibacterium acnes
G016889225	2544951	2823217	0.9014365526985705	 Corynebacterium glucuronolyticum
G009731575	2544756	2878479	0.8840627289620664	 Akkermansia muciniphila
G014643055	2540801	4176640	0.6083361266472571	 Brevibacterium sediminis
G013623905	2538526	4173987	0.6081777446839197	 Brevibacterium sediminis
G016726365	2527249	2583917	0.9780689550012636	 Rothia aeria
G016009095	2524413	5621004	0.44910357651408894	 Pseudomonas monteilii
G013978595	2522749	2578188	0.978496913336033	 Corynebacterium haemomassiliense
G000159595	2522417	2877163	0.8767028492998138	 Corynebacterium glucuronolyticum
G002154655	2516928	2638203	0.9540312098803617	 Corynebacterium kefirresidentii
G900458605	2515048	2538088	0.9909223005664106	 Staphylococcus epidermidis
G016599755	2512261	2523226	0.9956543726166424	 Corynebacterium kefirresidentii
G006094355	2508831	2599431	0.9651462185378261	 Staphylococcus saprophyticus
G016127395	2505358	2914813	0.8595261514203484	 Corynebacterium glucuronolyticum
G002959715	2504686	4577828	0.5471341430914398	 Bacteroides caccae
G003693265	2503595	2626540	0.9531912706450311	 Corynebacterium gottingense
G002222615	2497024	4570803	0.5462987575706063	 Bacteroides caccae
G016726305	2496649	4570941	0.5462002244176856	 Bacteroides caccae
G004136195	2495007	2495002	1.0000020040064097	 Cutibacterium acnes
G003030305	2495006	2495001	1.0000020040072128	 Cutibacterium acnes
G008728435	2494221	2494216	1.0000020046379303	 Cutibacterium acnes
G000169015	2490033	4565214	0.545436205181181	 Bacteroides caccae
G000231215	2488630	2488626	1.0000016073126294	 Cutibacterium acnes
G000010125	2488627	2577939	0.9653552702371934	 Staphylococcus saprophyticus
G000769745	2487886	32363668	0.07687280687714385	 Penicillium expansum
G002273005	2487450	2690754	0.9244434831277776	 Corynebacterium hadale
G002902025	2484474	2591611	0.9586600766858915	 Staphylococcus saprophyticus
G001997165	2483863	2583426	0.9614608663069892	 Staphylococcus saprophyticus
G901482635	2483649	2485060	0.9994322068682446	 Staphylococcus capitis
G000513195	2483560	7021422	0.3537118264647816	 Bacteroides timonensis
G020735785	2481010	3168247	0.7830860409557714	 Prevotella melaninogenica
G000144405	2480714	3168302	0.7829790215705448	 Prevotella melaninogenica
G014269245	2479612	5365430	0.46214599761808467	 Pseudomonas kurunegalensis
G000472405	2479124	2479174	0.9999798319924298	 Cutibacterium acnes
G003096075	2475277	3911902	0.632755370661126	 Dietzia lutea
G002902545	2474567	2715719	0.9112014166414124	 Staphylococcus saprophyticus
G006094375	2473084	2491098	0.992768650611096	 Staphylococcus epidermidis
G000020225	2471591	2664102	0.9277388778657875	 Akkermansia muciniphila
G008000975	2471125	2664043	0.9275845022021041	 Akkermansia muciniphila
G017504145	2471095	2664051	0.927570455670706	 Akkermansia muciniphila
G019890915	2468809	2543784	0.9705261924754618	 Micrococcus luteus
G019633635	2461731	2821868	0.8723763833035422	 Corynebacterium glucuronolyticum
G900176155	2461729	2821868	0.8723756745531683	 Corynebacterium glucuronolyticum
G014138885	2459025	2552487	0.9633839467154974	 Micrococcus yunnanensis
G000154525	2454791	4010149	0.612144586148794	 Bacteroides stercoris
G007814115	2453007	2635809	0.9306467198495794	 Staphylococcus saprophyticus
G004331385	2444765	4557005	0.5364850378702679	 Enterobacter quasihormaechei
G002087975	2437709	2458239	0.9916484930879381	 Staphylococcus epidermidis
G002902325	2432572	2435909	0.9986300801877246	 Staphylococcus capitis
G014635765	2426558	2429314	0.9988655233535064	 Staphylococcus capitis
G006742205	2424618	2427061	0.9989934327979396	 Staphylococcus epidermidis
G015548275	2424226	3349896	0.7236720184746034	 Alistipes finegoldii
G013408445	2422866	2453172	0.9876461984728343	 Corynebacterium tuberculostearicum
G002901875	2422275	2443605	0.9912710933231844	 Staphylococcus epidermidis
G016728365	2421558	2451854	0.9876436362034607	 Corynebacterium tuberculostearicum
G016907415	2408658	2985081	0.80689870727126	 Brevibacterium luteolum
G004462915	2406692	2514041	0.9573002190497291	 Micrococcus aloeverae
G002901925	2402180	2471905	0.971793009844634	 Staphylococcus capitis
G009830285	2401205	5763768	0.41660334003728117	 Sporofaciens musculi
G000156495	2401091	4789197	0.5013556552382372	 Parabacteroides johnsonii
G003384605	2399746	2399950	0.9999149982291298	 Cutibacterium namnetense
G017753665	2394483	2566407	0.9330098460610495	 Neisseria sicca
G000164695	2389888	2506025	0.9536568869025648	 Rothia dentocariosa
G900455895	2388340	2490353	0.959036730937341	 Rothia dentocariosa
G013004595	2388225	2966161	0.8051569014628673	 Brevibacterium luteolum
G000154465	2382182	2550898	0.9338601543456462	 Alistipes putredinis
G900105185	2379265	7375912	0.32257231376947015	 Pseudomonas saponiphila
G016785885	2376731	2539795	0.9357963930159717	 Corynebacterium godavarianum
G000515315	2373730	3715967	0.6387920021894705	 Asinibacterium sp. OR53
G014874165	2372984	2469511	0.9609125045403726	 Micrococcus yunnanensis
G001028645	2370061	2503285	0.9467803306455318	 Staphylococcus capitis
G001642025	2369978	2370174	0.9999173056492899	 Cutibacterium namnetense
G000227295	2369312	2554080	0.9276577084507924	 Cutibacterium avidum
G900106605	2369007	3909288	0.6059944931148588	 Bacteroides stercoris
G004354515	2368450	2577276	0.9189741416906843	 Lactococcus cremoris
G007559235	2365476	2530159	0.9349119956492853	 Corynebacterium godavarianum
G900454435	2360925	2654394	0.8894403016281682	 Neisseria mucosa
G900637305	2356085	2670755	0.8821793837323154	 Cardiobacterium hominis
G019395145	2355641	3824242	0.6159759241177729	 Brevundimonas nasdae
G900453115	2345245	2691516	0.8713472258756775	 Moraxella osloensis
